testRosenbrockMinSum_2013.02.04_21:21:14.916787791_19450;testRosenbrockMinSum_2013.02.04_21:21:14.006270838_17084;testRosenbrockMinSum_2013.02.04_21:21:10.685965027_32186;testRosenbrockMinSum_2013.02.04_21:21:11.821812879_21515;testRosenbrockMinSum_2013.02.04_21:21:13.259257588_948;testRosenbrockMinSum_2013.02.04_21:21:17.179886797_4561;testRosenbrockMinSum_2013.02.04_21:21:17.180756138_25123;testRosenbrockMinSum_2013.02.04_21:21:13.458228278_16993;testRosenbrockMinSum_2013.02.04_21:21:17.455827261_8055;testRosenbrockMinSum_2013.02.04_21:21:16.977219108_16689;testRosenbrockMinSum_2013.02.04_21:21:15.677543700_31721;testRosenbrockMinSum_2013.02.04_21:21:10.189488827_24343;testRosenbrockMinSum_2013.02.04_21:21:19.861217081_32736;testRosenbrockMinSum_2013.02.04_21:21:13.707562979_11073;testRosenbrockMinSum_2013.02.04_21:21:12.388554576_13572;testRosenbrockMinSum_2013.02.04_21:21:14.803004188_18717;testRosenbrockMinSum_2013.02.04_21:21:14.460512497_4179;testRosenbrockMinSum_2013.02.04_21:21:13.407513035_696;testRosenbrockMinSum_2013.02.04_21:21:19.878518523_26602;testRosenbrockMinSum_2013.02.04_21:21:16.872380162_27450;testRosenbrockMinSum_2013.02.04_21:21:18.052737574_12476;testRosenbrockMinSum_2013.02.04_21:21:15.625089220_5218;testRosenbrockMinSum_2013.02.04_21:21:09.910131486_16051;testRosenbrockMinSum_2013.02.04_21:21:15.865639424_12896;testRosenbrockMinSum_2013.02.04_21:21:19.349428725_26985;testRosenbrockMinSum_2013.02.04_21:21:14.719919671_24832;testRosenbrockMinSum_2013.02.04_21:21:12.475113697_32314;testRosenbrockMinSum_2013.02.04_21:21:15.874567233_10;testRosenbrockMinSum_2013.02.04_21:21:12.804690641_6566;testRosenbrockMinSum_2013.02.04_21:21:09.740214186_29994;testRosenbrockMinSum_2013.02.04_21:21:14.811235917_10039;testRosenbrockMinSum_2013.02.04_21:21:15.993701170_8214;testRosenbrockMinSum_2013.02.04_21:21:15.349761822_11640;testRosenbrockMinSum_2013.02.04_21:21:13.956582538_29357;testRosenbrockMinSum_2013.02.04_21:21:10.174779682_26077;testRosenbrockMinSum_2013.02.04_21:21:11.245034933_29468;testRosenbrockMinSum_2013.02.04_21:21:09.301207436_17042;testRosenbrockMinSum_2013.02.04_21:21:17.039151609_13462;testRosenbrockMinSum_2013.02.04_21:21:12.939979963_28345;testRosenbrockMinSum_2013.02.04_21:21:18.024977839_30692;testRosenbrockMinSum_2013.02.04_21:21:12.832453225_11703;testRosenbrockMinSum_2013.02.04_21:21:19.437026190_970;testRosenbrockMinSum_2013.02.04_21:21:19.805106722_27659;testRosenbrockMinSum_2013.02.04_21:21:14.881082979_28035;testRosenbrockMinSum_2013.02.04_21:21:19.014482758_29195;testRosenbrockMinSum_2013.02.04_21:21:18.864671107_11894;testRosenbrockMinSum_2013.02.04_21:21:11.536937868_6320;testRosenbrockMinSum_2013.02.04_21:21:14.208300656_12956;testRosenbrockMinSum_2013.02.04_21:21:16.317305997_25478;testRosenbrockMinSum_2013.02.04_21:21:12.623014565_30733;testRosenbrockMinSum_2013.02.04_21:21:18.958209329_14207;testRosenbrockMinSum_2013.02.04_21:21:17.652566031_14578;testRosenbrockMinSum_2013.02.04_21:21:16.280186635_25046;testRosenbrockMinSum_2013.02.04_21:21:12.946235819_29882;testRosenbrockMinSum_2013.02.04_21:21:11.554225573_24885;testRosenbrockMinSum_2013.02.04_21:21:19.777553506_30737;testRosenbrockMinSum_2013.02.04_21:21:10.806500388_7225;testRosenbrockMinSum_2013.02.04_21:21:14.009390633_16676;testRosenbrockMinSum_2013.02.04_21:21:15.722258032_8978;testRosenbrockMinSum_2013.02.04_21:21:18.841407509_29520;testRosenbrockMinSum_2013.02.04_21:21:17.413387210_14244;testRosenbrockMinSum_2013.02.04_21:21:13.745003987_18355;testRosenbrockMinSum_2013.02.04_21:21:16.899935897_19831;testRosenbrockMinSum_2013.02.04_21:21:13.013492244_15975;testRosenbrockMinSum_2013.02.04_21:21:11.641710230_32429;testRosenbrockMinSum_2013.02.04_21:21:15.268856290_12518;testRosenbrockMinSum_2013.02.04_21:21:11.858256909_14091;testRosenbrockMinSum_2013.02.04_21:21:11.129894244_8017;testRosenbrockMinSum_2013.02.04_21:21:14.268199056_20415;testRosenbrockMinSum_2013.02.04_21:21:10.632202819_24589;testRosenbrockMinSum_2013.02.04_21:21:18.118380976_10787;testRosenbrockMinSum_2013.02.04_21:21:13.369538128_12949;testRosenbrockMinSum_2013.02.04_21:21:15.078409463_27262;testRosenbrockMinSum_2013.02.04_21:21:18.289505508_20695;testRosenbrockMinSum_2013.02.04_21:21:10.549038084_30458;testRosenbrockMinSum_2013.02.04_21:21:13.741090556_28446;testRosenbrockMinSum_2013.02.04_21:21:11.247231829_14946;testRosenbrockMinSum_2013.02.04_21:21:10.571666117_9061;testRosenbrockMinSum_2013.02.04_21:21:18.129693356_1006;testRosenbrockMinSum_2013.02.04_21:21:16.205000474_18511;testRosenbrockMinSum_2013.02.04_21:21:18.801441878_3880;testRosenbrockMinSum_2013.02.04_21:21:12.565990205_15971;testRosenbrockMinSum_2013.02.04_21:21:16.995386073_22709;testRosenbrockMinSum_2013.02.04_21:21:10.689107754_982;testRosenbrockMinSum_2013.02.04_21:21:17.328624274_4948;testRosenbrockMinSum_2013.02.04_21:21:11.584498668_8734;testRosenbrockMinSum_2013.02.04_21:21:17.081219924_7371;testRosenbrockMinSum_2013.02.04_21:21:16.541282565_5438;testRosenbrockMinSum_2013.02.04_21:21:12.083705087_2491;testRosenbrockMinSum_2013.02.04_21:21:16.228673588_22721;testRosenbrockMinSum_2013.02.04_21:21:10.597791057_31861;testRosenbrockMinSum_2013.02.04_21:21:16.101656002_12775;testRosenbrockMinSum_2013.02.04_21:21:11.885877601_31503;testRosenbrockMinSum_2013.02.04_21:21:10.913729749_12991;testRosenbrockMinSum_2013.02.04_21:21:18.984728850_10055;testRosenbrockMinSum_2013.02.04_21:21:12.827697663_22573;testRosenbrockMinSum_2013.02.04_21:21:17.221164905_30157;testRosenbrockMinSum_2013.02.04_21:21:19.209413315_13321;testRosenbrockMinSum_2013.02.04_21:21:09.264903359_16072;testRosenbrockMinSum_2013.02.04_21:21:09.405218829_21102
674.0307287548441;122.24815832450376;182.1236073175553;528.5968204358261;1642.0921471507959;212.62100304313128;17.316970154675104;1243.8326399645916;279.5029210660056;2429.4625951631265;24.32032747348304;1269.9805722204555;1328.751203280059;1548.5877258260512;33.15203270172471;638.5981107046024;1790.325695232917;51.04152545229164;609.838790993522;128.2636648064053;1612.3096677894882;14.653192011381858;1777.2191650293885;115.5881423601015;17.201372645968096;1339.2585364220724;9.150273028076821;20.639054475010592;791.6274493514064;295.0083060675012;762.6282980662187;1995.743072155941;2463.775305447491;168.26685934676763;368.36152597286633;980.3873315024265;101.10260225882514;1710.286730146027;1842.8897042241063;347.8293572034435;271.1722362850343;935.3417191583111;362.28412475890707;1333.0289408893473;160.2539801808408;240.87321972819285;537.8286597415537;389.4875844653701;1117.0320294222329;8.620786930977085;2144.26110978073;331.03243869956026;2027.347859174068;671.8233052810328;1667.7479026181675;255.90418988076706;28.159830266143107;206.55026374228984;122.53471751429873;1327.8083837598842;46.522928097833656;306.5727112646061;125.584851423877;102.43558729202243;272.1837083262339;1539.444149613658;14.663794527337418;60.94603766932627;389.6958922746971;1345.8686305857402;1485.371931635543;493.85035415269607;68.55548050287481;186.97126629034202;622.3677333082452;35.058790549503385;508.58198729810437;53.298585959586845;100.80707856364978;2013.7367003282043;100.26188177723208;38.63423221395013;288.84368905542095;1821.1674616095133;434.408043952018;996.404003674066;461.7496559316084;196.349057169824;377.27974799147;232.80984418052074;249.4369933676993;1959.4189517229072;2268.8247563471796;1623.9643093192863;42.63063377661789;366.730181875461;433.0627460431006;421.0230674359365;65.34594532221026;2041.6931935665984
861.908542117287;1211.9087090245594;97.17163241678823;2403.1298563341225;2165.1356583086363;2076.181157004401;3325.9429965724476;165.84220885346255;20893.219706016094;51445.9169207368;36073.89486392178;53958.161830525976;595.7983708516759;36967.747581794574;770.9277340366817;649.216490727021;10151.975188257169;2951.1431399353346;5579.4512827620465;18365.60400403793;688.1712342754198;33987.37810103664;36403.8332985748;12211.964237549375;39341.703305863426;11134.69983334514;3803.5233269312416;4766.789358005057;385.98321929509825;313.55676042717687;2163.5770489135207;17879.949350487994;2425.246753022677;4536.763342822475;1001.028564124559;15149.31469883688;13.45673225212726;1129.5987315998507;398.0283443835339;1127.2637389937358;24848.76365343218;131.5761171275435;281.162487177042;1305.674071899366;320.8557989582477;6821.315917422924;504.9793208042689;38269.56772928402;47729.36947167388;1270.5926568154264;28392.235999615485;1959.2466448414104;41493.427076595;3614.98415217967;1693.7969655189631;1342.514434752615;15052.767725623522;2433.6005759251534;2225.1811439517373;1177.194283943366;32473.948818821158;5.63266323663046;4596.045404188425;7348.055998291616;18212.493142400603;14412.975645010045;65.7010158458239;3084.2451906192537;13074.188560699098;4876.975869369059;9957.32421618165;547.9239463521251;63932.48371445056;2105.476828860426;13240.913050320136;57956.06655786662;42649.277227466104;35522.36598273986;7461.740209095012;6155.771488143289;366.32368642196184;21027.52120675627;66463.89310865104;1650.7884354727742;11854.238135831552;13321.616612645292;17486.354282728884;39446.5095760609;49412.20500601691;39.991257522140735;20561.76883243078;16394.997249939443;12744.368801851764;12601.606103863645;1742.1629317637266;57038.73949399802;2430.5242229496967;42664.39049549499;647.653084196635;20378.539485427325
818.2024642971518;1129.5451357472843;79.45720172166656;2263.922271128703;2076.9844814092994;1960.894592511994;3165.612401043167;167.4311455932584;20340.958437511847;50574.31011427847;35294.78184298939;53110.189237800354;597.9495516819621;36240.696564702215;706.9318559173319;640.78928259541;9775.849391743624;2812.5190829295943;5343.8750299842295;17929.36283585558;694.4540274810887;33357.924878469086;35631.07508013698;11836.025285470309;38617.73747821981;10835.184532046496;3643.5879606603353;4578.354452352628;388.0071796981701;309.8048651139542;2064.0731449863197;17430.073146152652;2349.312777148005;4363.050272356178;935.1861548734713;14743.480684564063;12.090011605627323;1119.4999226423774;400.1947549203146;1041.5331257722125;24226.707004214895;132.70985347714876;256.3593540665026;1250.819347551768;280.87060063029736;6567.254744738414;471.2404323621083;37527.03047041833;46918.82170964142;1176.0295157618887;27806.483969475317;1856.6118495830178;40776.28945019343;3472.4540533682343;1680.1712802354705;1256.2076952731313;14617.484878068259;2308.4688386291323;2114.4458925237996;1168.6174441061;31770.425394624326;5.890811903122338;4393.000891124108;7093.477529876773;17800.437282236035;13975.965604924178;50.10332615030803;2930.6189627006097;12710.8221583595;4657.205538536877;9662.109807551538;507.83020269737295;62937.37670248478;1982.077034794187;12864.851422175714;57005.584343683004;41829.55316531543;34878.32491384739;7203.1920524501975;5961.528881595016;323.0407170808413;20519.99254653506;65485.97026429603;1581.102613654043;11496.57889164546;12997.521259280255;16992.31275760805;38626.21179574139;48588.592979252666;40.488230283751314;20092.704249050414;15920.052323494465;12303.430883548275;12194.623694638587;1643.7498273569477;56155.24964050265;2317.71724552866;41857.23265503634;585.5610223306356;19854.294638939013
761.0583335808826;1024.6240121239246;58.496021889009555;2085.2161347628007;1962.675423866802;1812.84526012785;2958.5462098838443;167.39844744447626;19617.878796412948;49426.343559314664;34271.747186983404;51991.99447377131;597.8592191039542;35284.94190967541;626.2098835891941;639.6098091556706;9286.662662714365;2633.324305169889;5038.413348519789;17357.011538963656;688.6030033120231;32529.127813708248;34615.58678942684;11345.110315411821;37664.583563884975;10443.171717934036;3436.1263848292124;4333.5721609639095;387.7984967297245;307.9366002597947;1935.3942928430183;16840.086862981214;2249.292158692678;4137.21863223602;851.1719728565312;14211.86119174796;9.979963721086149;1114.4662815014228;400.18925879322967;932.7514001581977;23411.54829684485;132.68046505263962;224.87322204849622;1179.48195209228;231.88673717688624;6237.113509060878;427.96280026751515;36550.428887573005;45850.99033493044;1056.0709288565686;27036.934109268903;1724.4515922523394;39831.73451499214;3287.3299096214723;1677.8009925911463;1146.0527041916005;14048.517454857472;2147.302719651043;1971.5171129342873;1164.3404822348655;30846.438887428274;5.870766514455984;4130.097997026449;6761.882874111893;17259.338037932408;13404.997306442197;32.874191811879705;2732.539515852064;12235.514402416926;4372.6972981169565;9276.65809859377;456.97496251272315;61624.93103279102;1823.7265788837822;12372.783198261272;55752.694888313126;40750.98747139161;34030.13113614614;6866.2704802833505;5708.175150514058;269.69724055890134;19854.41886449118;64195.39532561398;1490.1771792195696;11029.635123959024;12572.432113703446;16346.167005838168;37548.60745300861;47502.840808373185;40.429804127742855;19476.71925857947;15298.962769289774;11729.075547151811;11663.581075066913;1517.2885111078886;54989.899309952576;2171.8443934486195;40795.386153370644;507.87492685338736;19167.223253899538
652.9772742181615;831.3416758369001;25.942415248457422;1751.3710779789903;1745.037967345798;1536.0055831790514;2567.2225904999077;167.76792586814545;18217.006167686424;47178.758378378465;32279.448070278744;49798.15864505779;598.2110659409431;33419.92637240795;480.4258490462661;638.528260889194;8350.286159224364;2294.1075495893106;4456.985283852743;16244.123665998997;681.578335239115;30907.335174805958;32635.323815958305;10398.566991576015;35799.7274037495;9684.137109739064;3040.914648437457;3866.0930276838317;388.03632927122874;304.2177892391706;1691.5919702112672;15693.838578318399;2053.6754733194093;3705.2579497582;695.9844741923858;13181.109945472854;6.350710968056074;1104.4345820430244;400.69767429923945;733.9900534088387;21829.866031924426;132.89865113546938;168.14030175764415;1043.096130531046;148.6966891999325;5606.036314578817;347.67864333755085;34643.175185144515;43759.43756206233;836.881476106996;25536.92895796;1476.1007658197368;37982.38853283987;2933.8664617445197;1675.6873705862768;942.3528571479612;12949.425754534466;1844.208913526458;1701.780002768936;1155.8110034860172;29046.439186153682;5.898761119950814;3630.980961129477;6125.457679791143;16205.57465237114;12303.06877028156;10.515952263998184;2359.3734977820673;11316.233331407475;3832.780510804406;8533.486500174886;364.07661431878654;59049.197153270994;1528.059579472836;11420.621792558573;53296.25558624195;38643.02529533536;32369.79246975222;6219.04904431683;5220.599931520986;177.8404823400437;18561.299430222105;61659.859410319405;1315.2997974328998;10129.599725382568;11746.330389949231;15096.801295447814;35448.42421184712;45373.795909996785;40.459164776380625;18277.05028960272;14098.367983108068;10992.415251843035;10641.031059253932;1280.5389510764999;52702.45796108863;1895.583483661227;38720.68032234052;369.8029013909426;17833.85119589194
461.6428741425881;509.14082445304973;0.09138618244112483;1176.1284077599107;1352.6130806121016;1057.2072156601564;1873.9683209991992;168.50639975589598;15593.241196297342;42874.081268117414;28506.265410995617;45578.61374780855;598.912996369489;29872.726209052504;249.74462906264202;637.642563588401;6700.971659305176;1690.8928703400982;3409.927683599432;14143.74898176841;667.6413854482639;27805.3189336811;28977.601131296462;8644.097982580812;32233.766423228568;8264.247397221468;2328.0464807590547;3017.936937461546;388.5084090053237;296.85101088603534;1257.107944437999;14166.315917057243;1681.5176044895272;2918.802003525077;435.57693128065296;11247.855907781637;1.3404419991485805;1084.5134384671826;401.7137179201232;410.269817279969;18857.67828269721;133.33470936639756;79.63264825138936;795.4795408823901;40.217742584666716;4457.901680792919;212.19543833667998;31009.690903182294;39750.3864125429;479.05763850055365;22690.591226833752;1041.8110456454735;34440.549808739575;2292.809679623218;1674.0898112159946;599.3156924858934;10903.73648745955;1313.0505008771943;1225.6400998471313;1138.8497803452356;25635.325984194464;5.954763281861518;2737.361911979593;4957.5922399212095;14210.282628810737;10256.642596532865;12.569703539878297;1702.7176582108464;9600.701990110612;2867.321323535015;7155.573893840523;212.27026902536954;54092.04836356003;1019.2467651858359;9642.394744734576;48578.32620501746;34621.18141709618;29191.641468779155;5029.385585487597;4320.30245664706;52.198739156823116;16124.735398580191;56769.230575788184;994.4373259046513;8462.027047042933;10189.0504355572;12766.756073745806;31464.375462183823;41283.714617109115;40.51747779179264;16005.330676312798;12362.996344366957;9722.714631661902;8751.408724253422;870.5110180500886;48298.633316924694;1403.7866063491376;34764.24005846443;161.1503046150932;16126.779802216746
178.27623176068903;107.43857341807335;120.00670115445382;381.0241496993305;730.7117846184999;382.18519832903206;830.4704899619621;169.98136271799024;11032.578807047566;35003.74273310835;21776.563830853767;37795.45879133746;600.3097868503269;23484.77623776823;18.134300808060313;635.8804717993787;4992.283659037944;773.6929431235521;1761.7366145064218;10429.875412641986;640.2166606919629;22154.559751008033;24730.887896456832;5669.622242026443;25740.53499415658;5803.068977809744;1202.307422714964;1656.643701388143;389.4381936895712;282.4005804904469;591.9211654768502;11998.910062760608;1024.823592723669;1645.1009739052595;103.64247042497178;7880.82856378431;3.626645708424299;1045.2395652343316;403.7426243023229;46.91057574737764;13651.392676561136;134.2055503602581;2.456586412367567;400.8599839387306;45.29793506100283;2595.6357519307753;41.57490242748826;24444.832974595654;32409.58466013852;67.09703800063981;17591.205763716604;411.3044508427268;27966.824966011925;1264.137454255866;1670.9236619851808;154.37951022128007;7399.572495050713;535.6852102087767;517.6126533699555;1105.3179066454286;19544.82753773255;6.066806136826623;1351.6680646582633;3025.4245888138685;10656.690085354056;7694.316677551357;19.332241444739093;730.0240841065086;6643.519434029949;1604.1829420162978;4813.786257518185;34.76935562378883;44936.678823193564;318.93319552619414;6576.010746514221;39903.140893000935;27333.217160095835;23392.18709267254;3055.647438280186;2805.896710469836;23.327658796853463;11831.007121308701;47693.755658849324;476.397969233291;5633.908158305065;7443.219874673703;8757.53736817565;24331.616405388402;33761.05004653483;40.6324651355749;11959.773374183593;10003.486454302665;7483.533935968149;6618.358247202956;294.6776704140611;40159.49814627;653.4911196898076;27599.661600437124;0.32915889784295976;13448.556664198888
27.89020990932011;20.148529164253816;211.72245587987658;11.551212157384565;278.7882660183059;13.72427087246063;84.8884029931907;172.92292804910625;5621.97284186939;24538.183357357335;13169.58128366109;27364.38015401418;603.0749481758804;15299.25289535374;121.94378912305277;632.3933555815184;2475.727880226053;107.8691285700104;345.7471826943718;6038.265614468856;587.1609470652478;14895.56083394455;17557.908795083305;2442.0315974622695;17265.529864301396;3134.771916628922;274.482351327174;458.8682543826738;391.2400021372676;254.63023836078872;124.33710497610652;8353.659515369152;429.8177616526535;515.8094525314979;7.301666224599018;4747.278709252872;84.7459150177755;968.9606177601482;407.7874643532922;121.87925890586713;7315.147768659388;135.94197341863227;57.909983787881224;140.4483947058638;116.61595101851032;844.6814876287494;4.7063981773349095;15951.977712250538;22688.01918314301;91.19815715046845;11269.30492290485;32.90356245608303;19544.25444301669;400.5816362059991;1664.7068902442184;3.9635600638111668;3458.0755454573628;41.647554190292496;55.11384317080064;1039.8135323201864;11816.242289070155;6.290940715050857;230.07797450089012;1128.136202138405;6450.621067532212;4536.44781684709;41.496657106218905;69.12710752710277;3363.4736203479297;607.604772431003;2362.6452846166803;5.558572478897184;32397.64199900966;2.1262219458831817;3139.2060483657715;28123.987023099256;17732.127624163146;15914.40778243925;1100.0483642610711;1355.000558036451;388.211952542356;6680.098852766431;35247.42453736727;92.69260391188223;2592.418936913291;4352.677574969636;4140.5939132967615;15119.46519647302;23683.73053605772;40.85584138598674;7069.433921996889;6222.596330299829;4077.6459939075166;3744.8910739741723;2.561450999214968;29160.795462024536;118.90380895612793;18222.955079461113;265.70412396310365;9022.739453065467
7.365071942309032;423.9724737934876;77.44100806004681;589.5536826728544;65.36397661587272;249.75812656297055;301.7027853296424;178.76928499934772;830.9413899068369;11910.978303854563;4029.675868613033;14296.446447384329;608.4905036353462;6160.95244739301;239.34977420725858;625.5662537036936;200.2472720728713;153.02529506652834;84.79539193835444;1683.9896393283166;488.2007774687796;6389.881313342147;7694.957858229941;125.91688866876667;7289.3358778075935;790.8990381467668;65.7588055273064;36.66447580079875;394.6105662095609;203.59575134499212;12.528000390339933;3412.8466743805884;0.26042564627679465;1.6765778815669439;191.82386200947067;1432.8013035868225;37.90730799844194;825.4391113244224;415.82327676072777;574.1268356810566;1369.4586567787835;139.39253976221346;24.277809469022166;14.10920660067256;328.662319674055;0.1671461699046663;100.80815881915551;6309.06819771812;10906.997862767537;374.30654732335404;4456.558720780599;140.5584470575992;9492.592997675732;3.8408125206473196;1652.732702669772;71.7699527902223;329.5734926269366;183.5175459974745;163.57517370455096;915.0189621793843;3600.4062728385206;6.738578079104719;252.2403329539984;19.18676543920521;2122.475342750085;997.1141825785398;48.75339026904333;264.9627483558519;585.0593884045513;15.056415906273202;443.57470292957413;24.99189146806675;16446.260227384973;714.5856525013903;640.4700441255725;13450.945118035384;7506.757979102568;7075.430009516024;2.171594718308463;300.8372252537668;724.587747333488;1652.7160405991988;19123.834469489007;109.78528915483325;288.3812157964247;1365.627838436926;552.975143335465;5100.474108969379;11487.888164412989;41.27586322978469;2030.2816390636108;1719.7658822291028;611.6023231932882;672.2559968276565;321.8509091945365;15219.553322992204;52.526847505641584;7421.346008627072;612.3532922491252;3283.7297036848245
108.24499961875452;256.4285427682098;10.765979788667064;1690.7468450784133;101.60814346933054;215.24233779530758;944.7773215926932;190.28888334814326;140.0390659378974;3332.89692038738;147.43678993095298;3847.5096838165596;618.85409903773;1089.159327377821;130.42043220876405;612.4916569207368;445.6754856448023;489.6372040133899;1249.7354546639708;10.717621780136842;318.6963248369726;528.426691729029;1132.3269888999441;776.6121347575472;731.2974259707438;1.0956902192977367;1153.133042289856;1070.7119680956396;400.4047721878776;119.42479102099101;99.79128962184062;134.46436881777998;1253.8695850004672;633.1760322331246;24.114014661468318;27.082428703276094;11.372046092336241;574.2319291489486;431.6638938394252;1298.0630031086682;43.50968408778057;146.1947993606011;5.329158645474496;21.156690195179596;463.49999832329564;539.8960953088479;49.697777660604416;784.9667214886354;2508.557969887631;441.59777281718766;751.6685836383906;133.73301016304637;2310.0462972727264;235.02517394906295;1630.6006964938374;11.57498076110394;485.2984859333464;240.9808507725665;385.81055314884736;690.1004133684797;64.77414156703782;7.624944067871458;1118.8603934499924;623.8041276035381;18.44636678856818;84.46490221259829;22.068532513220166;505.06070191882645;89.86114271008175;986.4901214031621;0.9445558570832213;289.5993473800779;3872.940496528499;1635.5250501155842;181.12500321870212;2643.456369354433;1076.4927113658284;780.944948213616;1145.0742484533944;16.025565375328963;485.0530512648208;25.163866920800547;5227.00817030324;10.680839068333695;165.24874236008662;15.110632682353835;215.74534115385478;423.73275624110653;2403.0083738053922;42.00649067742759;10.59570098246837;12.54271500762843;180.1221603741977;158.35478793354366;571.9197815857311;3730.7975135301376;415.42567219755864;1100.5689528085898;731.5294669837954;116.4932518072647
